Jurisdicción;CUE Anexo;Nombre;Sector;Ámbito;Domicilio;CP;Código de área;Teléfono;Código localidad;Localidad;Departamento;Mail;Ed. Común;Ed. Especial;Ed. Adultos;Ed. Artística;Ed. Hospitalaria Domiciliaria;Ed. Intercultural Bilingüe;Jardín maternal;Inicial;Primaria;Secundaria;Secundaria Técnica (INET);Superior no Universitario;Servicios complementarios
Buenos Aires;60000100;JARDÍN DE INFANTES Nº915 JAVIER VILLAFAÑE;Estatal;Urbano;TIRO FEDERAL 712  ;7300;02281;426487;6049005;AZUL;AZUL;jardin905azul@gmail.com; ji007915@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60595600;INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TÉCNICA Nº57;Estatal;Urbano;FRANKLIN (E/ L. DEL SUR Y ALVEAR) 166  ;7130;02241;43-6710;6218003;CHASCOMUS;CHASCOMUS;institutosuperior57@yahoo.com.ar; is027057@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60595700;JARDÍN DE INFANTES LA SALLE;Privado;Urbano;MORENO 550  ;8170;02923;47-2226;6700022;PIGÜE;SAAVEDRA;jardinlasallepigue@gmail.com; dji0913817@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60595800;INSTITUTO LA SALLE;Privado;Urbano;AVDA. CABANETTES 135  ;8170;02923;40-2226;6700022;PIGÜE;SAAVEDRA;dirlasalle@gmail.com;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60595900;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 OCTAVIO FEDERICO DUCOS;Estatal;Urbano;FRANCIA ESQ. PELLEGRINI S/N  ;8170;02923;47-3381;6700022;PIGÜE;SAAVEDRA;tecnicapigue@hotmail.com; mt091001@abc.gov.ar;Verdadero;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso
Buenos Aires;60596000;JARDÍN DE INFANTES Nº906 JOHN F. KENNEDY;Estatal;Urbano;DARWIN 315  ;8170;02923;40-3097;6700022;PIGÜE;SAAVEDRA;jardin906saavedra@58.coopenet.com.ar; ji091906@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60596200;ESCUELA DE EDUCACIÓN PRIMARIA Nº10 SAN FRANCISCO DEL MONTE;Estatal;Rural;GUSTAVO VARELA 51  ;8180;02923;15-48-3426;6700002;ALTA VISTA;SAAVEDRA;abrilmurguia@yahoo.com.ar; opp0910010@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60596400;JARDÍN DE INFANTES Nº907 JUANA MANSO;Estatal;Urbano;GIGENA E/ PELLEGRINI Y FORLANI 577  OTAMENDI;2802;03489;44-7606;6126005;CAMPANA;CAMPANA;jardin907campana@gmail.com; oji0150907@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60596500;INSTITUTO SUPERIOR DE FORMACION DOCENTEY TÉCNICA Nº48;Estatal;Urbano;URIBURU 1472  ;7540;02926;43-1665;6203004;CORONEL SUAREZ;CORONEL SUAREZ;instituto48@elportaldel48.com; is025048@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60596501;INSTITUTO SUPERIOR DE FORMACION DOC. Nº48 (ANEXO HUANGUELEN);Estatal;Urbano;9 E/ 26 Y 27 339  ;7545;02933;43-3042;6203009;HUANGUELEN;CORONEL SUAREZ;instituto48_huanquelen@yahoo.com.ar; ois0250348@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60596600;INSTITUTO JOSÉ MANUEL ESTRADA;Privado;Urbano;LAVALLE 64  ;7540;02926;42-2854;6203004;CORONEL SUAREZ;CORONEL SUAREZ;ijme4163@gmail.com;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60596700;ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 NICOLAS LEVALLE;Estatal;Rural;AV. 11 DE MAYO E/MISIONEROS DEL VERBO DIVINO Y PADRE CLEMENTE RUPPEL 1263  PABLO STA MARIA;7541;02926;49-4076;6203025;SANTA MARIA;CORONEL SUAREZ;media2.santamaria@yahoo.com.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60596800;ESCUELA PARROQUIAL SANTA MARIA;Privado;Rural;TUCUMAN E/ BELGRANO Y 11 DE MAYO 295  ;7541;02926;49-4088;6203025;SANTA MARIA;CORONEL SUAREZ;parroquialsantamaria@yahoo.com.ar; dpp0250149@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60596900;ESCUELA PARROQUIAL SAN JOSE;Privado;Urbano;C.PRINGLES E/ SAN JOSE Y LA VENTANA 689  ;7541;02926;43-2308;6203024;SAN JOSE;CORONEL SUAREZ;escuelaparroquialsanjose@yahoo.com.ar; dpp0250147@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60597000;JARDÍN DE INFANTES Nº902 JUANA MANSO;Estatal;Rural;AV. LIBERTAD E/ FUND. Y A. DEL VOLGA 613  ;7541;02926;42-4215;6203026;SANTA TRINIDAD;CORONEL SUAREZ;ji902suarez@yahoo.com.ar; ji025902@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60597100;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº3 DOMINGO FAUSTINO SARMIENTO;Estatal;Urbano;14 DE JULIO 2550  ;7600;0223;495-0285;6357020;MAR DEL PLATA;GENERAL PUEYRREDON;mt043003@abc.gov.ar; mt043003@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso
Buenos Aires;60597101;EXTENSIÓN I DE ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº3;Estatal;Urbano;UNIDAD PENITENCIARIA Nº 15   ;nan;nan;nan;6357009;BATAN;GENERAL PUEYRREDON;nan;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso
Buenos Aires;60597300;ESCUELA DE EDUCACIÓN PRIMARIA Nº20 D. VICTORIANO E. MONTES;Estatal;Urbano;CASTELLI ESQ. SAN JUAN 4197  ;7600;0223;472-4059;6357020;MAR DEL PLATA;GENERAL PUEYRREDON;victorianomontes20@hotmail.com; pp043020@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60597400;ESCUELA DE CERAMICA DE MAR DEL PLATA;Estatal;Urbano;DORREGO 2081  ;7600;0223;493-5827;6357020;MAR DEL PLATA;GENERAL PUEYRREDON;escuceramica@yahoo.com.ar; ac043003@abc.gov.ar;Verdadero;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60597700;INSTITUTO D F SARMIENTO;Privado;Urbano;11 DE SEP. E/ DORREGO Y 14 DE JULIO 3731  ;7600;0223;473-6383;6357020;MAR DEL PLATA;GENERAL PUEYRREDON;institutosarmiento@speedy.com.ar; dpp0430208@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60597800;ESCUELA DE EDUCACIÓN PRIMARIA Nº3 DOMINGO F.SARMIENTO;Estatal;Urbano;AVDA RIVADAVIA/SAAVADRA Y PUEYRREDON 514  ;7500;02983;42-5093;6833027;TRES ARROYOS;TRES ARROYOS;escuela3tsas@yahoo.com.ar; escuelaprimaria3@gmail.com; opp1070003@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60597900;ESCUELA DE EDUCACIÓN SECUNDARIA Nº2;Estatal;Urbano;PASAJE DAMENO 50  ;7500;02983;42-2179;6833027;TRES ARROYOS;TRES ARROYOS;eesetsas@gmail; eesztsaa@gmail.com;Verdadero;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60598000;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 GENERAL JOSÉ DE SAN MARTÍN;Estatal;Urbano;MATHEU E/LAVALLE Y CARRERA 550  ;7500;02983;42-6222;6833027;TRES ARROYOS;TRES ARROYOS;eetn1@speedy.com.ar; mt107001@abc.gov.ar;Verdadero;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso
Buenos Aires;60598100;ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 PROF. NESTOR SANTIAGO RODRIGUEZ;Estatal;Urbano;2ESTRADA E/SADI CARNOT Y V. SARSFIELD 457  ;7500;02983;43-1321;6833027;TRES ARROYOS;TRES ARROYOS;es1tsas@gmail.com;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60598200;COLEGIO NUESTRA SEÑORA DE LUJAN;Privado;Urbano;BELGRANO 164  ;7500;02983;43-0907;6833027;TRES ARROYOS;TRES ARROYOS;insl@3net.com.ar; dpp1070569@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60598300;ESCUELA AGROPECUARIA DE TRES ARROYOS;Privado;Rural;RUTA NAC.Nº3 KM.489 S/N  ;7500;02983;43-0185/431427;6833027;TRES ARROYOS;TRES ARROYOS;secretariaeat7@eata-cmb.edu.ar; dma1071962@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso
Buenos Aires;60598400;INSTITUTO JESUS ADOLESCENTE;Privado;Urbano;BETOLAZA Y 25 DE MAYO 348  ;7500;02983;42-6506;6833027;TRES ARROYOS;TRES ARROYOS;secre.secundario@cja.edu.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60598500;INSTITUTO NUESTRA SEÑORA DE LUJAN;Privado;Urbano;AV. BELGRANO 164  ;7500;02983;43-0907;6833027;TRES ARROYOS;TRES ARROYOS;insl@3net.com.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60598600;INSTITUTO SECUNDARIO ALMAFUERTE;Privado;Rural;ARMADA ARGENTINA 339  ;7511;02983;49-7019;6833005;COPETONAS;TRES ARROYOS;institutoalmafuerte@eternet.cc;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60598900;COLEGIO HOLANDES;Privado;Urbano;ALVEAR 350  ;7500;02983;43-1498;6833027;TRES ARROYOS;TRES ARROYOS;colholandes@3net.com.ar; dpp1070566@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60599000;COLEGIO JESUS ADOLESCENTE;Privado;Urbano;25 DE MAYO 101  ;7500;02983;42-6506;6833027;TRES ARROYOS;TRES ARROYOS;primaria@cja.edu.ar; dpp1070567@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60599200;COLEGIO HOGAR SAN JOSE;Privado;Urbano;AVENIDA LIBERTAD Y PUEYRREDON 584  ;7500;02983;43-3219;6833027;TRES ARROYOS;TRES ARROYOS;hogarsanjose@eternet.cc; dpp1070994@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60599300;ESCUELA DE CERAMICA;Estatal;Urbano;AVDA. LASTRA 458  ;7130;02241;43-0464;6218003;CHASCOMUS;CHASCOMUS;ecchascomus@gmail.com; ac027002@abc.gov.ar;Verdadero;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60599400;JARDÍN DE INFANTES Nº903 ROSARIO VERA PEÑALOZA;Estatal;Urbano;COLON ESQ. DOLORES 129  ;7130;02241;42-2805;6218003;CHASCOMUS;CHASCOMUS;jardin903chascomus@hotmail.com; ji027903@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60599500;ESCUELA DE EDUCACIÓN PRIMARIA Nº4 GRANADEROS DE SAN MARTIN;Estatal;Rural;AV.11 DE MAYO ESQ. MENDOZA S/N  ;7541;02926;49-4345;6203025;SANTA MARIA;CORONEL SUAREZ;granaderosdesanmartin@gmail.com; lidiamorales14@hotmail.com; opp0250004@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60599600;ESCUELA DE EDUCACIÓN PRIMARIA Nº5 JOSÉ HERNANDEZ;Estatal;Rural;AVDA.LIBERTAD Y FUNDADORES 595  ;7541;02926;43-1211;6203026;SANTA TRINIDAD;CORONEL SUAREZ;escuela5suarez@hotmail.com;
Buenos Aires;60599700;ESCUELA DE EDUCACIÓN PRIMARIA Nº16 NUESTRA SEÑORA DEL CARMEN;Estatal;Urbano;FALUCHO E/SEBASTIAN COSTA Y F.F.C.C 661  ;7500;02983;42-5258;6833027;TRES ARROYOS;TRES ARROYOS;pp107016@gmail.com; pp107016@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60599800;ESCUELA MUNICIPAL Nº12 PARTICIPACION Y SOLIDARIDAD;Estatal;Urbano;B. DE IRIGOYEN E/ AMEGHINO Y V. LOPEZ 4951  ;7600;0223;480-0831;6357020;MAR DEL PLATA;GENERAL PUEYRREDON;escuelamunicipal12@gmail.com; mpp0432274@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60599900;ESCUELA DE EDUCACIÓN PRIMARIA Nº43 JOHN F. KENNEDY;Estatal;Rural;SIN NOMBRE S/N  LA JOSEFINA;7500;02983;15-61-8845;6833027;TRES ARROYOS;TRES ARROYOS;parajelajosefina43@gmail.com; raquelsusi@hotmail.com; opp1070043@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60600000;ESCUELA DE EDUCACIÓN PRIMARIA Nº38 OLEGARIO VICTOR ANDRADE;Estatal;Rural;CUARTEL V S/N  COLONIA SAN JUAN;7500;02983;15445181;6833027;TRES ARROYOS;TRES ARROYOS;mariaventidos@hotmail.com; opp1070038@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60600100;ESCUELA DE EDUCACIÓN PRIMARIA Nº31 BARTOLOME MITRE;Estatal;Rural;PLANTA URBANA S/N  LIN CALEL;7505;02983;15-61-8817;6833027;TRES ARROYOS;TRES ARROYOS;escuela31tsas@gmail.com; opp1070031@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60600400;ESCUELA DE EDUCACIÓN PRIMARIA Nº27 FRAY MAMERTO ESQUIU;Estatal;Urbano;VIAMONTE E/CASEROS Y MAGALLANES 950  ;7500;02983;42-5438;6833027;TRES ARROYOS;TRES ARROYOS;escuela27@hotmail.com.ar; pp107027@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60600500;ESCUELA DE EDUCACIÓN PRIMARIA Nº25 DR. BERNARDO ALBERTO HOUSSAY;Estatal;Rural;ARMADA ARGENTINA E/RIOJA Y ARAMBURU 381  ;7511;02983;49-7023;6833005;COPETONAS;TRES ARROYOS;escuela25capetonos@gmail.com; opp1070025@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60600600;ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 MANUEL BELGRANO;Estatal;Urbano;ALVEAR Y SUIPACHA S/N  ;1646;011;4890-1749;6749021;SAN FERNANDO;SAN FERNANDO;ees1sfdo@gmail.com;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60600700;JARDÍN DE INFANTES CARDENAL COPELLO;Privado;Urbano;URUGUAY 451  ;1644;011;4744-6463;6749021;SAN FERNANDO;SAN FERNANDO;inicial@ccopello.com.ar; dji0951668@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60600900;COLEGIO SAN JOSE;Privado;Urbano;SIMON DE IRIONDO 1177  ;1644;011;4575-3053;6749023;VICTORIA;SAN FERNANDO;secretariaepb509@hotmail.com; dpp0950509@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60601000;ESCUELA DE EDUCACIÓN PRIMARIA Nº3 MARIANO MORENO;Estatal;Rural;GANADERIA ESQ. BARRACAS S/N  ;7408;02286;49-4081;6322007;LA COLINA;GENERAL LA MADRID;escuela3-lacolina@yahoo.com; pp038003@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60601100;ESCUELA DE EDUCACIÓN PRIMARIA Nº4 BERNARDINO RIVADAVIA;Estatal;Rural;PALO SANTO S/N  ;7407;02286;49-0208;6322014;LIBANO;GENERAL LA MADRID;anahigon16@hotmail.com; pp038004@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60601200;ESCUELA DE EDUCACIÓN PRIMARIA Nº7 GENERAL DON JOSÉ DE SAN MARTIN;Estatal;Urbano;JUAN BAUTISTA ALBERDI 811  ;7406;02286;47-1298;6322005;GENERAL LA MADRID;GENERAL LA MADRID;escuela7josedesanmartin@yahoo.com.ar; pp038007@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60601300;ESCUELA DE EDUCACIÓN PRIMARIA Nº9 RICARDO GUTIERREZ;Estatal;Urbano;JULIO A. ROCA ESQ. PARAGUIL S/N  VILLA FLORIDA;7406;02286;42-1237;6322005;GENERAL LA MADRID;GENERAL LA MADRID;ep9gutierrez@yahoo.com.ar; pp038009@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60601400;COLEGIO MANUEL BELGRANO;Privado;Urbano;Ruta Nacional Nº3 Km 489   ;7500;02983;43-0185;6833027;TRES ARROYOS;TRES ARROYOS;secretariacmb@eata.cmb.edu.ar; dpp1071041@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60601500;ESCUELA DE EDUCACIÓN PRIMARIA Nº5 JUAN B. ISTILART;Estatal;Urbano;LAVALLE E/CASTELLI Y MATHEU 798  ;7500;02983;42-2258;6833027;TRES ARROYOS;TRES ARROYOS;primaria5jbi@gmail.com; pp107005@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60601600;ESCUELA DE EDUCACIÓN PRIMARIA Nº6 GRAL. JOSÉ DE SAN MARTIN;Estatal;Rural;FRANCIA. 38  ;7507;02983;49-8007;6833018;MICAELA CASCALLARES;TRES ARROYOS;ep6mcascallarea@gmail.com; opp1070006@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60601800;JARDÍN DE INFANTES N°921;Estatal;Urbano;AV.15/28 Y 30 2046  ;7505;02982;49-5712;6833002;CLAROMECO;TRES ARROYOS;maria77luna@hotmail.com; dji1071244@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60601900;JARDÍN DE INFANTES CASCABELITO;Privado;Rural;EX.ESTACION FERROCARRIL S/N  ;7505;02983;15-60-4035;6833025;SAN FRANCISCO DE BELLOCQ;TRES ARROYOS;jardincascabelito1275@hotmail.com; dji1071275@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60602100;INSTITUTO SECUNDARIO CLAROMECO;Privado;Urbano;20 396  ;7505;02982;49-5728;6833002;CLAROMECO;TRES ARROYOS;i.s.claromeco@gmail.com;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60602200;ESCUELA DE EDUCACIÓN PRIMARIA Nº8 REPUBLICA DOMINICANA;Estatal;Urbano;COLON E/AV. LIBERTAD Y DEAN FUNES 950  ;7500;02983;42-7306;6833027;TRES ARROYOS;TRES ARROYOS;escuela8tsas@yahoo.com.ar; pp107008@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60602300;ESCUELA DE EDUCACIÓN PRIMARIA Nº10 MARIA SANCHEZ DE THOMPSON;Estatal;Rural;SIN NOMBRE S/N  ;7519;2983;15618843;6833026;SAN MAYOL;TRES ARROYOS;esciosanmayol@gmail.com; opp1070010@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60602400;ESCUELA DE EDUCACIÓN PRIMARIA Nº11 PROF.SEBASTIANA L.ELITCHERY;Estatal;Urbano;9 /26 Y 28 2155  ;7505;02982;48-169;6833002;CLAROMECO;TRES ARROYOS;egb11claromeco@gmail.com; pp107011@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60602500;ESCUELA DE EDUCACIÓN PRIMARIA Nº14 MANUEL BELGRANO;Estatal;Urbano;YRIGOYEN E/GÜEMES Y SOLIS 967  ;7500;02983;42-2978;6833027;TRES ARROYOS;TRES ARROYOS;escuelaprimaria14@gmail.com; pp107014@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60602600;ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 DEMETRIO URRUTIA;Estatal;Urbano;5 1517  ;8148;02928;42-0251/420820;6875034;PEDRO LURO;VILLARINO;secundarialuro@yahoo.com.ar;Verdadero;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60602700;ESCUELA DE EDUCACIÓN PRIMARIA Nº50 BASILIO VILLARINO;Estatal;Rural;ZONA RURAL S/N  EL ALBA;8148;0291;576-9752;6875034;PEDRO LURO;VILLARINO;eprimaria50@yahoo.com; opp1100050@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60602800;ESCUELA DE EDUCACIÓN PRIMARIA Nº35 PILOTO BASILIO VILLARINO;Estatal;Rural;RUTA NAC. Nº 3 KM 803 S/N  EL FORTIN;8148;0291;15-413-5985;6875034;PEDRO LURO;VILLARINO;ep_35@hotmail.com; opp1100035@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60602900;ESCUELA DE EDUCACIÓN PRIMARIA Nº12 BERNARDINO RIVADAVIA;Estatal;Rural;ZONA RURAL S/N  SAN JOSE;8148;0291;15-463-3333;6875034;PEDRO LURO;VILLARINO;marielanador@yahoo.com.ar; opp1100012@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60603000;ESCUELA DE EDUCACIÓN PRIMARIA Nº55;Estatal;Urbano;PTE. ALFONSIN 588  ;7130;02241;43-6556;6218003;CHASCOMUS;CHASCOMUS;escuelanormalop55@outlook.es; pp027055@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60603100;ESCUELA DE EDUCACIÓN PRIMARIA Nº21 VEINTICINCO DE MAYO;Estatal;Urbano;MANUEL BELGRANO S/N  GANDARA;7136;0227;15-57-5682;6218003;CHASCOMUS;CHASCOMUS;ep21chascomús@gmail.com; opp0270021@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60603200;ESCUELA DE EDUCACIÓN PRIMARIA Nº2 DOMINGO FAUSTINO SARMIENTO;Estatal;Urbano;FRANKLIN 166  ;7130;02241;436722;6218003;CHASCOMUS;CHASCOMUS;ep2domingofaustinosarmiento@hotmail.com; pp027002@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60603300;INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº98;Estatal;Urbano;AV. ALFONSIN 552  ;7130;02241;42-3266;6218003;CHASCOMUS;CHASCOMUS;isfd98@gmail.com; is027098@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60603400;JARDÍN DE INFANTES Nº910 ESCUELA NORMAL SUP. DE CHASCOMUS;Estatal;Urbano;AV. LASTRA Y VARELA 552  ;7130;02241;436732;6218003;CHASCOMUS;CHASCOMUS;chascomusji910@gmail.com; ji027910@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
